0	44477	89
1	55437	222
2	51003	307
3	47313	381
4	48485	489
5	50569	614
6	52912	751
7	56123	912
8	54278	994
9	51906	1059
10	54026	1215
11	51524	1267
12	52501	1401
13	51148	1473
14	51476	1592
15	51951	1717
16	52982	1864
17	53762	2007
18	54364	2147
19	54771	2282
20	54694	2397
21	55356	2547
22	56051	2702
23	56704	2859
24	57052	3002
25	56562	3102
26	56897	3247
27	57359	3402
28	57671	3550
29	58056	3705
30	57341	3790
31	57579	3937
32	57918	4092
33	58322	4255
34	58671	4416
35	58527	4540
36	58678	4689
37	58795	4836
38	58644	4961
39	58946	5125
40	59051	5274
41	58947	5405
42	58584	5512
43	58818	5675
44	58872	5822
45	58684	5946
46	58652	6085
47	58649	6228
48	58739	6381
49	58733	6525
50	58689	6666
51	58867	6832
52	58858	6978
53	58929	7134
54	58952	7286
55	58867	7424
56	59046	7597
57	59080	7752
58	59056	7900
59	59051	8052
60	58948	8190
61	59024	8355
62	58993	8504
63	59259	8698
64	59391	8874
65	59329	9022
66	59289	9174
67	59358	9343
68	59370	9504
69	59364	9663
70	59555	9856
71	59826	10064
72	60326	10313
73	60571	10521
74	60743	10719
75	60859	10908
76	60818	11070
77	60871	11251
78	60820	11412
79	61123	11642
80	61417	11873
81	61754	12114
82	61740	12288
83	61725	12463
84	61797	12657
85	61887	12855
86	61929	13045
87	62056	13254
88	62116	13451
89	62163	13645
90	62133	13824
91	62234	14033
92	62269	14228
93	62447	14458
94	62504	14661
95	62632	14882
96	62602	15068
97	62564	15252
98	62583	15450
99	62700	15675
100	62733	15879
101	62665	16059
102	62579	16235
103	62537	16423
104	62498	16613
105	62392	16785
106	62330	16970
107	62268	17155
108	62037	17294
109	61863	17448
110	61658	17593
111	61521	17758
112	61428	17936
113	61477	18156
114	61518	18375
115	61419	18553
116	61379	18750
117	61201	18905
118	61101	19084
119	61073	19286
120	61020	19481
121	60872	19646
122	60919	19875
123	60807	20053
124	60693	20231
125	60405	20350
126	60387	20561
127	60279	20741
128	60264	20954
129	60223	21159
130	60098	21335
131	60081	21550
132	60092	21777
133	59930	21941
134	59771	22107
135	59673	22295
136	59595	22491
137	59453	22664
138	59383	22865
139	59325	23071
140	59232	23263
141	59208	23485
142	59118	23680
143	58919	23832
144	58902	24058
145	58861	24276
146	58682	24437
147	58488	24591
148	58295	24746
149	58232	24956
150	57957	25076
151	57789	25241
152	57681	25433
153	57554	25616
154	57436	25804
155	57355	26010
156	57297	26226
157	57195	26423
158	57083	26616
159	56946	26798
160	56756	26954
161	56436	27049
162	56367	27264
163	56256	27458
164	56078	27620
165	55950	27807
166	55774	27970
167	55518	28093
168	55355	28263
169	55210	28441
170	55078	28627
171	54910	28794
172	54733	28956
173	54631	29158
174	54446	29317
175	54323	29509
176	54106	29649
177	53928	29811
178	53720	29956
179	53489	30088
180	53313	30249
181	53118	30401
182	52921	30551
183	52728	30702
184	52580	30880
185	52403	31041
186	52220	31199
187	52050	31363
188	51876	31526
189	51716	31697
190	51547	31862
191	51367	32021
192	51167	32167
193	50923	32284
194	50739	32439
195	50435	32517
196	50167	32617
197	49948	32747
198	49741	32885
199	49518	33012
200	49332	33163
201	49067	33260
202	48885	33413
203	48728	33582
204	48519	33717
205	48368	33890
206	48176	34035
207	48016	34203
208	47847	34364
209	47689	34533
210	47504	34683
211	47250	34781
212	47089	34947
213	46832	35042
214	46616	35167
215	46434	35316
216	46235	35452
217	46079	35621
218	45912	35782
219	45716	35920
220	45469	36017
221	45283	36161
222	45094	36303
223	44921	36457
224	44744	36609
225	44563	36756
226	44386	36907
227	44198	37048
228	44026	37202
229	43817	37325
230	43640	37475
231	43463	37625
232	43275	37764
233	43103	37917
234	42919	38060
235	42754	38219
236	42522	38319
237	42327	38450
238	42139	38587
239	41964	38736
240	41781	38877
241	41616	39035
242	41425	39169
243	41176	39246
244	41009	39401
245	40867	39579
246	40709	39744
247	40559	39915
248	40401	40079
249	40217	40217
250	40029	40350
251	39884	40527
252	39748	40714
253	39634	40923
254	39508	41121
255	39380	41317
256	39266	41528
257	39030	41611
258	38880	41784
259	38701	41926
260	38548	42096
261	38394	42266
262	38220	42413
263	38090	42609
264	37941	42785
265	37811	42982
266	37678	43177
267	37548	43374
268	37425	43581
269	37274	43756
270	37129	43939
271	37005	44146
272	36844	44311
273	36729	44530
274	36476	44582
275	36337	44773
276	36227	45000
277	36074	45173
278	35951	45386
279	35807	45573
280	35676	45776
281	35540	45974
282	35380	46140
283	35246	46342
284	35080	46502
285	34959	46721
286	34818	46914
287	34663	47089
288	34510	47268
289	34257	47307
290	34093	47469
291	33944	47652
292	33771	47802
293	33518	47836
294	33266	47871
295	33107	48038
296	32967	48233
297	32821	48419
298	32671	48601
299	32509	48764
300	32347	48927
301	32168	49065
302	32021	49250
303	31863	49420
304	31642	49492
305	31477	49650
306	31329	49835
307	31097	49886
308	30932	50043
309	30704	50097
310	30530	50238
311	30346	50362
312	30156	50475
313	29988	50625
314	29783	50713
315	29603	50840
316	29444	51005
317	29209	51036
318	29040	51181
319	28874	51333
320	28711	51488
321	28536	51622
322	28382	51793
323	28216	51943
324	28047	52088
325	27818	52119
326	27664	52290
327	27489	52422
328	27326	52576
329	27164	52731
330	26997	52877
331	26803	52968
332	26579	53000
333	26407	53132
334	26235	53265
335	26065	53401
336	25903	53554
337	25747	53719
338	25561	53821
339	25350	53870
340	25186	54016
341	25021	54160
342	24844	54277
343	24673	54408
344	24503	54539
345	24338	54683
346	24177	54834
347	24014	54979
348	23856	55139
349	23682	55259
350	23502	55363
351	23346	55527
352	23184	55675
353	23030	55841
354	22874	56003
355	22714	56155
356	22552	56303
357	22388	56443
358	22222	56581
359	22060	56726
360	21892	56856
361	21731	57006
362	21574	57164
363	21417	57322
364	21213	57355
365	21055	57509
366	20889	57641
367	20725	57781
368	20522	57808
369	20355	57933
370	20178	58033
371	20019	58181
372	19866	58349
373	19698	58471
374	19539	58617
375	19378	58759
376	19221	58915
377	19059	59053
378	18903	59210
379	18743	59355
380	18565	59441
381	18408	59595
382	18243	59720
383	18081	59857
384	17895	59909
385	17732	60042
386	17572	60181
387	17416	60334
388	17251	60458
389	17086	60579
390	16928	60725
391	16772	60878
392	16617	61032
393	16458	61175
394	16301	61326
395	16142	61464
396	15979	61589
397	15822	61739
398	15653	61840
399	15499	61998
400	15339	62132
401	15181	62273
402	15018	62395
403	14861	62542
404	14703	62682
405	14549	62841
406	14392	62986
407	14237	63141
408	14085	63309
409	13930	63461
410	13771	63597
411	13613	63736
412	13456	63881
413	13301	64030
414	13146	64184
415	12989	64327
416	12831	64467
417	12675	64614
418	12519	64759
419	12363	64909
420	12202	65027
421	12045	65171
422	11889	65314
423	11729	65440
424	11577	65605
425	11421	65749
426	11266	65899
427	11114	66067
428	10945	66132
429	10791	66292
430	10635	66434
431	10486	66622
432	10329	66754
433	10176	66915
434	10025	67092
435	9868	67232
436	9716	67400
437	9561	67549
438	9403	67670
439	9248	67821
440	9096	67988
441	8945	68167
442	8792	68335
443	8638	68489
444	8484	68650
445	8332	68819
446	8178	68979
447	8026	69152
448	7873	69319
