datetime;temperature;humidity;pressure;magnetic;wind
2009-02-04, 08:00;-11;67;733;Геомагнитное поле спокойное;Ветер западный 5-10 м/с
2009-02-04, 14:00;-5;53;733;Геомагнитное поле спокойное;Ветер западный 4-9 м/с
2009-02-05, 08:00;-8;81;733;Геомагнитное поле спокойное;Ветер тихо
2009-02-05, 14:00;-10;82;733;Геомагнитное поле спокойное;Ветер юго-западный 2 м/с
2009-02-06, 08:00;-6;84;731;Геомагнитное поле ?????????;Ветер ???????? 2-6 ?/?
2009-02-06, 20:00;-14;53;740;Геомагнитное поле спокойное;Ветер северо-западный 1-3 м/с
2009-02-07, 08:00;-20;78;743;Геомагнитное поле спокойное;Ветер юго-восточный 3м/с
2009-02-07, 13:00;-19;73;743;Геомагнитное поле спокойное;Ветер северо-восточный 3-6 м/с
2009-02-08, 08:00;-28;85;746;Геомагнитное поле спокойное;Ветер северо-западный 3м/с
2009-02-08, 14:00;-23;75;747;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-02-09, 08:00;-24;77;747;Геомагнитное поле спокойное;Ветер тихо
2009-02-09, 14:00;-13;61;746;Геомагнитное поле спокойное;Ветер юго-восточный 1-2 м/с
2009-02-10, 08:00;-11;95;747;Геомагнитное поле спокойное;Ветер северо-восточный 1-4 м/с
2009-02-10, 14:00;-12;87;748;Геомагнитное поле спокойное;Ветер юго-восточный 2-5 м/с
2009-02-11, 08:00;-10;90;748;Геомагнитное поле спокойное;Ветер тихо
2009-02-11, 14:00;-5;64;749;Геомагнитное поле спокойное;Ветер юго-восточный 1-2 м/с
2009-02-12, 08:00;-12;95;747;Геомагнитное поле спокойное;Ветер тихо
2009-02-12, 14:00;-4;73;748;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-02-13, 08:00;-4;71;746;Геомагнитное поле спокойное;Ветер юго-западный 1-7 м/с
2009-02-13, 14:00;0;67;745;Геомагнитное поле спокойное;Ветер юго-восточный 2-4 м/с
2009-02-14, 08:00;-12;98;744;Геомагнитное поле спокойное;Ветер юго-восточный 2м/с
2009-02-14, 14:00;-5;78;743;Геомагнитное поле неустойчивое;Ветер переменный 1-2м/с
2009-02-15, 08:00;-7;86;749;Геомагнитное поле неустойчивое;Ветер северо-западный 2-6м/с
2009-02-15, 13:00;-5;69;751;Геомагнитное поле спокойное;Ветер северный 2-4 м/с
2009-02-16, 08:00;-23;93;755;Геомагнитное поле спокойное;Ветер юго-восточный 1м/с
2009-02-16, 14:00;-8;82;755;Геомагнитное поле спокойное;Ветер южный 2-4 м/с
2009-02-17, 08:00;-16;93;754;Геомагнитное поле спокойное;Ветер южный 2-5 м/с
2009-02-17, 14:00;-3;66;754;Геомагнитное поле спокойное;Ветер юго-восточный 1-4 м/с
2009-02-18, 08:00;-16;90;752;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-02-18, 14:00;-2;61;752;Геомагнитное поле спокойное;Ветер юго-восточный 1-3 м/с
2009-02-19, 08:00;-21;93;752;Геомагнитное поле спокойное;Ветер северо-западный 4м/с
2009-02-19, 14:00;-6;89;753;Геомагнитное поле спокойное;Ветер северо-восточный 2-4 м/с
2009-02-20, 08:00;-20;85;760;Геомагнитное поле спокойное;Ветер северо-западный 2м/с
2009-02-20, 14:00;-14;70;761;Геомагнитное поле неустойчивое;Ветер северо-западный 2-4
2009-02-21, 08:00;-25;85;761;Геомагнитное поле спокойное;Ветер северо-западный 5м/с
2009-02-21, 14:00;-7;52;760;Геомагнитное поле спокойное;Ветер северо-западный 1-4 м/с
2009-02-22, 08:00;-25;90;757;Геомагнитное поле спокойное;Ветер переменного направления 2м/с
2009-02-22, 14:00;-9;65;756;Геомагнитное поле спокойное;Ветер юго-восточный 1-2 м/с
2009-02-23, 08:00;-24;95;752;Геомагнитное поле спокойное;Ветер западный 5 м/с
2009-02-23, 13:00;-5;52;752;Геомагнитное поле спокойное;Ветер западный  4 м/с
2009-02-24, 08:00;-18;81;752;Геомагнитное поле спокойное;Ветер тихо
2009-02-24, 14:00;-2;48;753;Геомагнитное поле спокойное;Ветер северо-западный 2 м/с
2009-02-25, 08:00;-23;95;752;Геомагнитное поле спокойное;Ветер тихо
2009-02-25, 14:00;-4;48;751;Геомагнитное поле спокойное;Ветер юго-восточный 1-3 м/с
2009-02-26, 08:00;-21;90;748;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-02-26, 14:00;-5;55;747;Геомагнитное поле спокойное;Ветер южный 1-2 м/с
2009-02-27, 08:00;-19;93;746;Геомагнитное поле спокойное;Ветер тихо
2009-02-27, 14:00;-4;63;747;Геомагнитное поле спокойное;Ветер южный 1-4м/с
2009-02-28, 08:00;-12;86;748;Геомагнитное поле спокойное;Ветер тихо
2009-02-28, 14:00;0;49;747;Геомагнитное поле спокойное;Ветер юго-восточный 2-4 м/с
2009-03-01, 08:00;-6;87;746;Геомагнитное поле спокойное;Ветер юго-западный 2-5м/с
2009-03-01, 14:00;0;57;747;Геомагнитное поле спокойное;Ветер юго-восточный 2-4 м/с
2009-03-02, 08:00;-16;90;747;Геомагнитное поле спокойное;Ветер юго-восточный 1-4 м/с
2009-03-02, 14:00;-2;47;746;Геомагнитное поле спокойное;Ветер юго-западный 2-5 м/с
2009-03-03, 08:00;-10;94;742;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-03-03, 14:00;-5;85;743;Геомагнитное поле спокойное;Ветер южный 1-5 м/с
2009-03-04, 08:00;-5;95;742;Геомагнитное поле спокойное;Ветер тихо
2009-03-04, 14:00;-1;85;741;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-03-05, 08:00;-15;96;741;Геомагнитное поле спокойное;Ветер западный 1-2 м/с
2009-03-05, 14:00;-1;77;742;Геомагнитное поле спокойное;Ветер северный 1-3 м/с
2009-03-06, 08:00;-9;95;743;Геомагнитное поле спокойное;Ветер тихо
2009-03-06, 14:00;-2;81;744;Геомагнитное поле спокойное;Ветер северо-восточный 2-4 м/с
2009-03-07, 08:00;-5;95;743;Геомагнитное поле спокойное;Ветер северный 2-7м/с
2009-03-07, 14:00;-3;84;746;Геомагнитное поле спокойное;Ветер северо-восточный 3-7 м/с
2009-03-08, 08:00;-7;90;751;Геомагнитное поле спокойное;Ветер северо-западный 2м/с
2009-03-08, 14:00;-3;81;751;Геомагнитное поле спокойное;Ветер тихо
2009-03-09, 08:00;-14;97;749;Геомагнитное поле спокойное;Ветер юго-восточный 2м/с
2009-03-09, 14:00;-4;69;749;Геомагнитное поле спокойное;Ветер южный 2-5 м/с
2009-03-10, 08:00;-14;100;749;Геомагнитное поле спокойное;Ветер юго-восточный 1-3 м/с
2009-03-10, 14:00;-3;71;748;Геомагнитное поле спокойное;Ветер южный 4-9 м/с
2009-03-11, 08:00;-3;92;742;Геомагнитное поле спокойное;Ветер южный 1-4 м/с
2009-03-11, 14:00;-1;89;742;Геомагнитное поле спокойное;Ветер южный 2-7 м/с
2009-03-12, 08:00;-1;98;738;Геомагнитное поле спокойное;Ветер тихо
2009-03-12, 14:00;3;78;737;Геомагнитное поле неустойчивое;Ветер северо-западный 3 м/с
2009-03-13, 08:00;-1;92;738;Геомагнитное поле неустойчивое;Ветер южный 1-3 м/с
2009-03-13, 14:00;1;90;735;Геомагнитное поле неустойчивое;Ветер юго-восточный 3-8 м/с
2009-03-14, 08:00;-9;74;741;Геомагнитное поле спокойное;Ветер западный 1-5м/с
2009-03-14, 14:00;-4;52;740;Геомагнитное поле спокойное;Ветер северо-западный 3-8 м/с
2009-03-15, 08:00;-10;85;742;Геомагнитное поле спокойное;Ветер северо-западный 2-7м/с
2009-03-15, 13:00;-6;69;743;Геомагнитное поле спокойное;Ветер северный 3-8 м/с
2009-03-16, 08:00;-13;75;744;Геомагнитное поле спокойное;Ветер западный 1-3м/с
2009-03-16, 14:00;-3;67;745;Геомагнитное поле спокойное;Ветер северо-западный 6
2009-03-17, 08:00;-13;95;744;Геомагнитное поле спокойное;Ветер западный 1-5 м/с
2009-03-17, 14:00;-2;58;743;Геомагнитное поле спокойное;Ветер северо-западный 2-7 м/с
2009-03-18, 08:00;-10;94;741;Геомагнитное поле спокойное;Ветер переменного направления 1м/с
2009-03-18, 14:00;1;51;742;Геомагнитное поле спокойное;Ветер переменный 1-2м/с
2009-03-19, 08:00;-5;90;747;Геомагнитное поле спокойное;Ветер тихо
2009-03-19, 14:00;0;65;748;Геомагнитное поле спокойное;Ветер юго-востоный 1-3 м/с
2009-03-20, 08:00;-14;99;748;Геомагнитное поле спокойное;Ветер юго-восточный 1-3 м/с
2009-03-20, 14:00;-1;73;748;Геомагнитное поле спокойное;Ветер южный 6 м/с
2009-03-21, 08:00;-15;95;742;Геомагнитное поле спокойное;Ветер тихо
2009-03-21, 14:00;1;47;740;Геомагнитное поле спокойное;Ветер юго-западный 2-6 м/с
2009-03-22, 08:00;-13;95;735;Геомагнитное поле спокойное;Ветер юго-восточный 1-2м/с
2009-03-22, 14:00;-2;67;734;Геомагнитное поле спокойное;Ветер юго-восточный 2-5 м/с
2009-03-23, 08:00;-8;93;727;Геомагнитное поле спокойное;Ветер юго-западный 2-5м/с
2009-03-23, 14:00;3;67;728;Геомагнитное поле спокойное;Ветер южный 5-11м/с
2009-03-24, 08:00;-6;71;738;Геомагнитное поле спокойное;Ветер юго-западный 4 м/с
2009-03-24, 14:00;0;56;741;Геомагнитное поле спокойное;Ветер западный 3 м/с
2009-03-25, 08:00;-2;738;738;Геомагнитное поле спокойное;Ветер юго-восточный 2-6 м/с
2009-03-25, 14:00;3;78;734;Геомагнитное поле неустойчивое;Ветер юго-восточный 3-9 м/с
2009-03-26, 08:00;1;96;734;Геомагнитное поле неустойчивое;Ветер северный 1-4м/с
2009-03-26, 14:00;2;96;734;Геомагнитное поле спокойное;Ветер северо-восточный 1-2 м/с
2009-03-27, 08:00;-2;96;740;Геомагнитное поле спокойное;Ветер юго-восточный 2-4м/с
2009-03-27, 14:00;7;70;741;Геомагнитное поле спокойное;Ветер тихо
2009-03-28, 08:00;-3;97;748;Геомагнитное поле спокойное;Ветер тихо
2009-03-28, 14:00;8;67;750;Геомагнитное поле спокойное;Ветер южный 1-4 м/с
2009-03-29, 09:00;1;92;753;Геомагнитное поле спокойное;Ветер тихо
2009-03-29, 15:00;13;46;753;Геомагнитное поле спокойное;Ветер южный 2-4 м/с
2009-03-30, 09:00;1;88;754;Геомагнитное поле спокойное;Ветер юго-западный 2-4
2009-03-30, 15:00;14;45;754;Геомагнитное поле спокойное;Ветер юго-западный 3-5 м/с
2009-03-31, 09:00;2;86;752;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-03-31, 15:00;17;37;751;Геомагнитное поле спокойное;Ветер юго-западный 2-9 м/с
2009-04-01, 09:00;2;81;747;Геомагнитное поле спокойное;Ветер юго-западный 1-4 м/с
2009-04-01, 15:00;15;43;745;Геомагнитное поле спокойное;Ветер юго-западный 3-9 м/с
2009-04-02, 09:00;3;76;740;Геомагнитное поле спокойное;Ветер юго-западный 1-4м/с
2009-04-02, 15:00;14;47;738;Геомагнитное поле спокойное;Ветер южный 5-9 м/с
2009-04-03, 09:00;3;81;731;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-04-03, 15:00;14;38;729;Геомагнитное поле спокойное;Ветер южный 5-10 м/с
2009-04-04, 09:00;2;76;723;Геомагнитное поле спокойное;Ветер юго-западный 3-7м/с
2009-04-04, 15:00;4;38;727;Геомагнитное поле спокойное;Ветер западный 6-11 м/с
2009-04-05, 09:00;-3;68;733;Геомагнитное поле спокойное;Ветер северо-западный 2 м/с
2009-04-05, 15:00;2;55;733;Геомагнитное поле спокойное;Ветер северо-западный 3-6 м/с
2009-04-06, 09:00;-5;60;737;Геомагнитное поле спокойное;Ветер южный 1-4 м/с
2009-04-06, 15:00;1;45;735;Геомагнитное поле спокойное;Ветер западный 5-10 м/с
2009-04-07, 09:00;-7;86;735;Геомагнитное поле спокойное;Ветер юго-западный 1-3м/с
2009-04-07, 15:00;0;53;734;Геомагнитное поле спокойное;Ветер южный 5-10 м/с
2009-04-08, 09:00;-3;70;727;Геомагнитное поле спокойное;Ветер западный 8-13м/с
2009-04-08, 15:00;-2;88;733;Геомагнитное поле спокойное;Ветер западный 5-8м/с
2009-04-09, 09:00;-8;70;743;Геомагнитное поле спокойное;Ветер северо-западный 3-5м/с
2009-04-09, 15:00;-2;45;746;Геомагнитное поле неустойчивое;Ветер северный 2-7 м/с
2009-04-10, 09:00;-10;94;748;Геомагнитное поле спокойное;Ветер тихо
2009-04-10, 15:00;1;43;746;Геомагнитное поле спокойное;Ветер северо-западный 2-7 м/с
2009-04-11, 09:00;-4;71;744;Геомагнитное поле спокойное;Ветер северный 2-4м/с
2009-04-11, 15:00;1;45;742;Геомагнитное поле спокойное;Ветер северо-восточный 6-11 м/с
2009-04-12, 09:00;-3;56;741;Геомагнитное поле спокойное;Ветер северо-западный 5-10м/с
2009-04-12, 15:00;2;47;742;Геомагнитное поле спокойное;Ветер cеверный 4-10 м/с
2009-04-13, 09:00;-4;64;743;Геомагнитное поле спокойное;Ветер северо-западный 1-4 м/с
2009-04-13, 15:00;3;50;744;Геомагнитное поле спокойное;Ветер северо-восточный 4-9 м/с
2009-04-14, 09:00;-2;62;742;Геомагнитное поле спокойное;Ветер северо-западный 2-3 м/с
2009-04-14, 15:00;3;45;741;Геомагнитное поле спокойное;Ветер северо-западный 1-3 м/с
2009-04-15, 09:00;-3;75;740;Геомагнитное поле спокойное;Ветер юго-восточный 1-3м/с
2009-04-15, 15:00;11;29;738;Геомагнитное поле спокойное;Ветер северо-западный 3-5 м/с
2009-04-16, 09:00;1;83;739;Геомагнитное поле спокойное;Ветер юго-западный 1-3м/с
2009-04-16, 15:00;12;44;737;Геомагнитное поле cпокойное;Ветер юго-западный 2-6 м/с
2009-04-17, 09:00;6;56;736;Геомагнитное поле неустойчивое;Ветер южный 2-5 м/с
2009-04-17, 15:00;12;37;735;Геомагнитное поле спокойное;Ветер юго-западный 4-7м/с
2009-04-18, 09:00;-2;85;745;Геомагнитное поле спокойное;Ветер северо-западный 1-3м/с
2009-04-18, 15:00;4;53;744;Геомагнитное поле спокойное;Ветер юго-восточный 3-7 м/с
2009-04-19, 09:00;0;87;739;Геомагнитное поле спокойное;Ветер юго-восточный 2-5м/с
2009-04-19, 15:00;12;42;738;Геомагнитное поле спокойное;Ветер южный 2-9 м/с
2009-04-20, 09:00;5;65;732;Геомагнитное поле спокойное;Ветер тихо
2009-04-20, 15:00;12;45;730;Геомагнитное поле спокойное;Ветер юго-восточный 3-8 м/с
2009-04-21, 09:00;1;71;725;Геомагнитное поле спокойное;Ветер южный 3-7 м/с
2009-04-21, 15:00;0;92;723;Геомагнитное поле от спокойного до неустойчивого;Ветер юго-восточный 5-10 м/с
2009-04-22, 09:00;1;85;731;Геомагнитное поле спокойное;Ветер юго-восточный 3-9 м/с
2009-04-22, 15:00;6;44;732;Геомагнитное поле спокойное;Ветер южный 5-10 м/с
2009-04-23, 09:00;0;96;732;Геомагнитное поле спокойное;Ветер юго-восточный 1-2м/с
2009-04-23, 15:00;4;36;733;Геомагнитное поле спокойное;Ветер южный 5-10 м/с
2009-04-24, 09:00;-2;71;738;Геомагнитное поле спокойное;Ветер юго-западный 1-4 м/с
2009-04-24, 14:00;5;51;738;Геомагнитное поле спокойное;Ветер западный 3-7 м/с
2009-04-25, 09:00;4;69;737;Геомагнитное поле спокойное;Ветер юго-западный 2м/с
2009-04-25, 15:00;7;53;735;Геомагнитное поле спокойное;Ветер западный 4-10 м/с
2009-04-26, 09:00;-2;76;738;Геомагнитное поле спокойное;Ветер западный 2-5м/с
2009-04-26, 15:00;6;28;738;Геомагнитное поле спокойное;Ветер западный 3-8 м/с
2009-04-27, 09:00;1;79;741;Геомагнитное поле спокойное;Ветер юго-восточный 1-3м/с.
2009-04-27, 15:00;2;95;740;Геомагнитное поле спокойное;Ветер западный 7-9 м/с
2009-04-28, 09:00;8;75;734;Геомагнитное поле спокойное;Ветер юго-западный 2-6м/с
2009-04-28, 14:00;16;40;734;Геомагнитное поле спокойное;Ветер западный 8-13 м/с
2009-04-29, 09:00;8;57;738;Геомагнитное поле спокойное;Ветер юго-восточный 3-5м/с
2009-04-29, 15:00;19;39;736;Геомагнитное поле спокойное;Ветер Западный 3-8 м/с
2009-04-30, 09:00;15;48;734;Геомагнитное поле спокойное;Ветер западный 2-7м/с
2009-04-30, 15:00;24;27;732;Геомагнитное поле спокойное;Ветер юго-западный 7-15 м/с
2009-05-01, 09:00;5;90;738;Геомагнитное поле спокойное;Ветер восточный 1-5м/с
2009-05-01, 15:00;6;92;737;Геомагнитное поле спокойное;Ветер восточный 2-5 м/с
2009-05-02, 09:00;-1;98;733;Геомагнитное поле спокойное;Ветер северо-западный 1-6м/с
2009-05-02, 15:00;5;64;733;Геомагнитное поле спокойное;Ветер северный 4-10
2009-05-03, 09:00;3;49;736;Геомагнитное поле спокойное;Ветер северо-западный 3-8м/с
2009-05-03, 15:00;7;42;737;Геомагнитное поле спокойное;Ветер северо-западный 5-11м/с
2009-05-04, 09:00;0;73;743;Геомагнитное поле спокойоное;Ветер северный 2-4 м/с
2009-05-04, 15:00;8;40;743;Геомагнитное поле спокойное;Ветер западный 3-6 м/с
2009-05-05, 09:00;7;88;740;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-05-05, 15:00;16;62;741;Геомагнитное поле спокойное;Ветер северо-восточный 3-5 м/с
2009-05-06, 09:00;5;90;746;Геомагнитное поле неустойчивое;Ветер юго-восточный 1-3 м/с
2009-05-06, 13:00;9;69;748;Геомагнитное поле неустойчивое;Ветер юго-восточный 2-4 м/с
2009-05-07, 09:00;4;63;747;Геомагнитное поле неустойчивое;Ветер южный 2-3м/с
2009-05-07, 11:00;10;63;746;Геомагнитное поле неустойчивое;Ветер южный 2-3м/с
2009-05-08, 09:00;11;60;744;Геомагнитное поле спокойное;Ветер юго-восточный 3м/с
2009-05-08, 15:00;22;29;743;Геомагнитное поле спокойное;Ветер юго-восточный 2-7 м/с
2009-05-09, 09:00;14;52;741;Геомагнитное поле спокойное;Ветер юго-восточный 1-3м/с
2009-05-09, 15:00;23;25;740;Геомагнитное поле спокойное;Ветер южный 3-9 м/с
2009-05-10, 09:00;16;70;736;Геомагнитное поле спокойное;Ветер южный 2-5м/с
2009-05-10, 15:00;21;38;736;Геомагнитное поле спокойное;Ветер южный 5-12 м/с
2009-05-11, 09:00;11;65;741;Геомагнитное поле спокойное;Ветер северо-западный 2-5м/с
2009-05-11, 15:00;20;36;742;Геомагнитное поле спокойное;Ветер северный 4-7 м/с
2009-05-12, 09:00;11;74;744;Геомагнитное поле спокойное;Ветер юго-восточный 1-2 м/с
2009-05-12, 15:00;24;26;744;Геомагнитное поле спокойное;Ветер южный 1-5 м/с
2009-05-13, 09:00;16;55;744;Геомагнитное поле спокойное;Ветер юго-восточный 1-3 м/с
2009-05-13, 15:00;25;27;743;Геомагнитное поле спокойное;Ветер юго-восточный 3-6 м/с
2009-05-14, 09:00;16;60;741;Геомагнитное поле спокойное;Ветер юго-восточный 3м/с
2009-05-14, 15:00;26;24;739;Геомагнитное поле спокойное;Ветер восточный 3-9 м/с
2009-05-15, 09:00;16;78;736;Геомагнитное поле спокойное;Ветер юго-восточный 1-2м/с
2009-05-15, 15:00;23;52;735;Геомагнитное поле спокойное;Ветер южный 7 м/с
2009-05-16, 09:00;14;82;734;Геомагнитное поле спокойное;Ветер западный 5м/с
2009-05-16, 15:00;16;75;735;Геомагнитное поле спокойное;Ветер юго-западный 3-8 м/с
2009-05-17, 09:00;9;95;731;Геомагнитное поле спокойное;Ветер северо-восточный 3м/с
2009-05-17, 15:00;9;95;729;Геомагнитное поле спокойное;Ветер юго-западный 2-5 м/с
2009-05-18, 09:00;4;86;738;Геомагнитное поле спокойное;Ветер северо-западный 2-6м/с
2009-05-18, 15:00;6;75;739;Геомагнитное поле спокойное;Ветер западный 2-5 м/с
2009-05-19, 09:00;7;74;737;Геомагнитное поле неустойчивое;Ветер юго-западный 2-4 м/с
2009-05-19, 15:00;15;41;735;Геомагнитное поле неустойчивое;Ветер юго-западный 3-8 м/с
2009-05-20, 09:00;8;62;731;Геомагнитное поле неустойчивое;Ветер северо-восточный 5-8 м/с
2009-05-20, 15:00;13;43;732;Геомагнитное поле спокойное;Ветер северный 5-10 м/с
2009-05-21, 09:00;3;50;739;Геомагнитное поле спокойное;Ветер северный 3-8 м/с
2009-05-21, 15:00;7;38;741;Геомагнитное поле неустойчивое;Ветер северо-западный 3-8 м/с
2009-05-22, 09:00;5;62;742;Геомагнитное поле спокойное;Ветер юго-восточный 1-3 м/с
2009-05-22, 14:00;9;56;743;Геомагнитное поле спокойное;Ветер юго-восточный 2-4 м/с
2009-05-23, 09:00;6;64;744;Геомагнитное поле спокойное;Ветер северо-восточный 2м/с
2009-05-23, 15:00;12;37;744;Геомагнитное поле спокойное;Ветер восточный 3-5 м/c
2009-05-24, 09:00;10;53;734;Геомагнитное поле спокойное;Ветер юго-западный 1-5м/с
2009-05-24, 15:00;16;36;742;Геомагнитное поле спокойное;Ветер южный 1-5 м/с
2009-05-25, 09:00;12;55;742;Геомагнитное поле спокойное;Ветер южный 2-4 м/с
2009-05-25, 15:00;19;31;742;Геомагнитное поле спокойное;Ветер юго-западный 4-10 м/с
2009-05-26, 09:00;14;47;740;Геомагнитное поле спокойное;Ветер юго-восточный 3-7 м/с
2009-05-26, 15:00;22;29;739;Геомагнитное поле спокойное;Ветер южный 4-10 м/с
2009-05-27, 09:00;15;57;738;Геомагнитное поле спокойное;Ветер тихо
2009-05-27, 15:00;23;32;737;Геомагнитное поле спокойное;Ветер северо-западный 2-4 м/с
2009-05-28, 09:00;13;73;739;Геомагнитное поле спокойное;Ветер северо-западный 2-4 м/с
2009-05-28, 15:00;20;37;740;Геомагнитное поле спокойное;Ветер северо-западный 3-7м/с
2009-05-29, 09:00;14;74;744;Геомагнитное поле спокойное;Ветер южный 1-3 м/с
2009-05-29, 15:00;25;34;745;Геомагнитное поле спокойное;Ветер западный 2-7м/с
2009-05-30, 09:00;20;52;742;Геомагнитное поле спокойное;Ветер западный 1-7м/с
2009-05-30, 14:00;27;27;740;Геомагнитное поле спокойное;Ветер северо-западный 3-9 м/с
2009-05-31, 09:00;13;48;738;Геомагнитное поле спокойное;Ветер северо-западный 1-6м/с
2009-05-31, 15:00;17;31;736;Геомагнитное поле спокойное;Ветер северо-западный 3-7 м/с
2009-06-01, 09:00;7;88;735;Геомагнитное поле спокойное;Ветер северо-западный 4-9 м/с
2009-06-01, 14:00;12;49;737;Геомагнитное поле спокойное;Ветер северо-западный 3-10 м/с
2009-06-02, 09:00;11;62;732;Геомагнитное поле спокойное;Ветер южный 1-5 м/с
2009-06-02, 15:00;20;56;732;Геомагнитное поле спокойное;Ветер северо-западный 4-9 м/с
2009-06-03, 09:00;15;65;736;Геомагнитное поле спокойное;Ветер северо-западный 2-5 м/с
2009-06-03, 14:00;20;35;738;Геомагнитное поле спокойное;Ветер северо-западный 2-8 м/с
2009-06-04, 09:00;18;70;740;Геомагнитное поле спокойное;Ветер южный 2-5 м/с
2009-06-04, 15:00;27;24;740;Геомагнитное поле спокойное;Ветер западный 3-9 м/с
2009-06-05, 09:00;19;49;742;Геомагнитное поле спокойное;Ветер южный 2-4 м/с
2009-06-05, 14:00;31;19;741;Геомагнитное поле спокойное;Ветер западный 2-6 м/с
2009-06-06, 09:00;19;62;741;Геомагнитное поле спокойное;Ветер юго-восточный 1-4м/с
2009-06-06, 15:00;32;19;741;Геомагнитное поле спокойное;Ветер юго-восточный 1-4 м/с
2009-06-07, 09:00;21;63;740;Геомагнитное поле спокойное;Ветер тихо
2009-06-07, 15:00;31;34;740;Геомагнитное поле спокойное;Ветер южный 2-6 м/с
2009-06-08, 09:00;18;80;741;Геомагнитное поле спокойное;Ветер северо-западный 3-6 м/с
2009-06-08, 15:00;23;49;742;Геомагнитное поле спокойное;Ветер северо-западный 3-6 м/с
2009-06-09, 09:00;16;75;745;Геомагнитное поле спокойное;Ветер западный 2 м/с
2009-06-09, 15:00;27;39;743;Геомагнитное поле спокойное;Ветер юго-западный 3-5 м/с
2009-06-10, 09:00;20;71;743;Геомагнитное поле спокойное;Ветер юго-западный 1-3 м/с
2009-06-10, 15:00;23;55;743;Геомагнитное поле спокойное;Ветер северо-западный 3-6 м/с
2009-06-11, 09:00;15;70;748;Геомагнитное поле спокойное;Ветер тихо
2009-06-11, 15:00;19;40;749;Геомагнитное поле спокойное;Ветер северный 2-6 м/с
2009-06-12, 09:00;14;60;750;Геомагнитное поле спокойное;Ветер юго-восточный 3-6м/с
2009-06-12, 15:00;22;41;746;Геомагнитное поле спокойное;Ветер южный 3-6 м/с
2009-06-13, 09:00;21;78;743;Геомагнитное поле спокойное;Ветер северо-западный 4м/с
2009-06-13, 15:00;26;50;743;Геомагнитное поле спокойное;Ветер северо-западный 1-4 м/с
2009-06-14, 09:00;20;78;744;Геомагнитное поле спокойное;Ветер северо-западный 1-4м/с
2009-06-14, 15:00;25;59;744;Геомагнитное поле спокойное;Ветер северный 1-5 м/с
2009-06-15, 09:00;16;81;746;Геомагнитное поле спокойное;Ветер тихо
2009-06-15, 15:00;22;57;746;Геомагнитное поле спокойное;Ветер северный 2 м/с
2009-06-16, 09:00;17;75;746;Геомагнитное поле спокойное;Ветер тихо
2009-06-16, 15:00;23;38;746;Геомагнитное поле спокойное;Ветер восточный 1-4 м/с
2009-06-17, 09:00;18;67;744;Геомагнитное поле спокойное;Ветер восточный 1-3 м/с
2009-06-17, 15:00;29;47;743;Геомагнитное поле спокойное;Ветер западный 3-6 м/с
2009-06-18, 09:00;22;76;742;Геомагнитное поле спокойное;Ветер юго-восточный 1-3м/с
2009-06-18, 15:00;30;44;742;Геомагнитное поле спокойное;Ветер северо-западный 2-5 м/с
2009-06-19, 09:00;21;73;742;Геомагнитное поле спокойное;Ветер тихо
2009-06-19, 15:00;26;53;742;Геомагнитное поле спокойное 1 б;Ветер северо-западный  2-6 м/с
2009-06-20, 09:00;22;74;739;Геомагнитное поле спокойное;Ветер северный 2-5м/с
2009-06-20, 15:00;18;93;739;Геомагнитное поле спокойное;Ветер северный 2 порывы до 10 м/с
2009-06-21, 09:00;15;68;743;Геомагнитное поле спокойное;Ветер северо-западный 2-6м/с
2009-06-21, 15:00;23;41;742;Геомагнитное поле спокойное;Ветер северо-западный 3-7 м/с
2009-06-22, 09:00;19;65;743;Геомагнитное поле спокойное;Ветер северо-западный 2-5м/с
2009-06-22, 15:00;23;37;743;Геомагнитное поле спокойное;Ветер северо-западный 5-10 м/с
2009-06-23, 09:00;16;66;743;Геомагнитное поле спокойное;Ветер северо-западный 3-7 м/с
2009-06-23, 15:00;19;41;743;Геомагнитное поле спокойное;Ветер cеверный 4-9 м/с
2009-06-24, 09:00;11;65;742;Геомагнитное поле спокойное;Ветер северо-западный 6-11 м/с
2009-06-24, 15:00;15;56;743;Геомагнитное поле спокойное;Ветер северо-западный 4-10 м/с
2009-06-25, 09:00;12;76;745;Геомагнитное поле спокойное;Ветер северо-западный 2-5м/с
2009-06-25, 15:00;20;42;746;Геомагнитное поле спокойное;Ветер северо-западный 3-7 м/с
2009-06-26, 09:00;13;80;746;Геомагнитное поле спокойное;Ветер тихо
2009-06-26, 15:00;18;47;745;Геомагнитное поле спокойное;Ветер северо-западный 1-3 м/с
2009-06-27, 09:00;13;63;745;Геомагнитное поле спокойное;Ветер тихо
2009-06-27, 15:00;19;42;744;Геомагнитное поле спокойное;Ветер северный 3-6 м/с
2009-06-28, 09:00;16;73;744;Геомагнитное поле спокойное;Ветер северный 3-6м/с
